,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
2305,IMO,Imperial Oil Limited Common Stock,,,$47.11,-0.38,-0.80%,29993814934.0,Canada,1929.0,412894.0,,,#IMO,$IMO
2306,INCY,Incyte Corp. Common Stock,,,$75.97,0.08,0.105%,16827735686.0,United States,,1729956.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,#INCY,$INCY
2307,INFY,Infosys Limited American Depositary Shares,,,$18.51,-0.1,-0.537%,77628996580.0,India,,10376665.0,Technology,EDP Services,#INFY,$INFY
2308,ING,ING Group N.V. Common Stock,,,$9.92,-0.25,-2.458%,37197620033.0,Netherlands,1997.0,4605977.0,Finance,Commercial Banks,#ING,$ING
2309,INTC,Intel Corporation Common Stock,,,$37.41,0.12,0.322%,152969490000.0,United States,,35119031.0,Technology,Semiconductors,#INTC,$INTC
2310,INTU,Intuit Inc. Common Stock,,,$385.44,-4.22,-1.083%,108723768516.0,United States,1993.0,1670412.0,Technology,Computer Software: Prepackaged Software,#INTU,$INTU
2311,INVH,Invitation Homes Inc. Common Stock,,,$35.58,-0.06,-0.168%,21715215843.0,United States,2017.0,4594299.0,Real Estate,Real Estate Investment Trusts,#INVH,$INVH
2312,IP,International Paper Company Common Stock,,,$41.83,-0.61,-1.437%,15503425250.0,United States,,3472100.0,Industrials,Containers/Packaging,#IP,$IP
2313,IPG,Interpublic Group of Companies Inc. (The) Common Stock,,,$27.53,0.09,0.328%,10837575123.0,United States,,4314454.0,Consumer Discretionary,Advertising,#IPG,$IPG
2314,IQV,IQVIA Holdings Inc. Common Stock,,,$216.99,2.88,1.345%,41071657805.0,United States,2013.0,1811578.0,Health Care,Managed Health Care,#IQV,$IQV
2315,IR,Ingersoll Rand Inc. Common Stock,,,$42.08,-0.2,-0.473%,17081528972.0,United States,2017.0,2838887.0,Industrials,Industrial Machinery/Components,#IR,$IR
2316,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,,,$48.69,0.51,1.059%,14147441285.0,United States,,1549700.0,Real Estate,Real Estate Investment Trusts,#IRM,$IRM
2317,ISRG,Intuitive Surgical Inc. Common Stock,,,$200.71,-1.88,-0.928%,72046161323.0,United States,2000.0,2224299.0,Health Care,Medical/Dental Instruments,#ISRG,$ISRG
2318,IT,Gartner Inc. Common Stock,,,$241.83,1.69,0.704%,19476757978.0,United States,1993.0,533191.0,Finance,Diversified Commercial Services,#IT,$IT
2319,ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),,,$4.28,-0.1,-2.283%,41857931866.0,Brazil,,60478095.0,Finance,Commercial Banks,#ITUB,$ITUB
2320,ITW,Illinois Tool Works Inc. Common Stock,,,$182.25,1.46,0.808%,56760480918.0,United States,,1486893.0,Industrials,Industrial Machinery/Components,#ITW,$ITW
2321,IX,Orix Corp Ads Common Stock,,,$84.16,-1.69,-1.969%,20093561215.0,Japan,,39823.0,Finance,Diversified Financial Services,#IX,$IX
2322,J,Jacobs Engineering Group Inc. Common Stock,,,$127.13,2.77,2.227%,16352384581.0,United States,,777502.0,Industrials,Oilfield Services/Equipment,#J,$J
2323,JBHT,J.B. Hunt Transport Services Inc. Common Stock,,,$157.47,0.17,0.108%,16500243258.0,United States,,580566.0,Industrials,Trucking Freight/Courier Services,#JBHT,$JBHT
2324,JCI,Johnson Controls International plc Ordinary Share,,,$47.88,-0.8,-1.643%,33308626693.0,Switzerland,,8834732.0,Consumer Discretionary,Auto Parts:O.E.M.,#JCI,$JCI
2325,JD,JD.com Inc. American Depositary Shares,,,$64.22,-0.63,-0.971%,100295430487.0,China,2014.0,5555879.0,Consumer Discretionary,Catalog/Specialty Distribution,#JD,$JD
2326,JKHY,Jack Henry & Associates Inc. Common Stock,,,$180.02,-2.1,-1.153%,13116582496.0,United States,1985.0,930700.0,Technology,Retail: Computer Software & Peripheral Equipment,#JKHY,$JKHY
2327,JNJ,Johnson & Johnson Common Stock,,,$177.51,0.52,0.294%,467100134228.0,United States,,10777031.0,Health Care,Biotechnology: Pharmaceutical Preparations,#JNJ,$JNJ
2328,JPM,JP Morgan Chase & Co. Common Stock,,,$112.61,-2.69,-2.333%,330741252976.0,United States,,15168077.0,Finance,Major Banks,#JPM,$JPM
2329,K,Kellogg Company Common Stock,,,$71.34,-0.28,-0.391%,24103830071.0,United States,,2697442.0,Consumer Staples,Packaged Foods,#K,$K
2330,KB,KB Financial Group Inc,,,$37.20,0.09,0.243%,13110996259.0,South Korea,,284832.0,Finance,Commercial Banks,#KB,$KB
2331,KDP,Keurig Dr Pepper Inc. Common Stock,,,$35.39,-0.1025,-0.289%,50202372384.0,United States,,7680498.0,Consumer Staples,Beverages (Production/Distribution),#KDP,$KDP
2332,KEP,Korea Electric Power Corporation Common Stock,,,$8.78,0.18,2.093%,11272889192.0,South Korea,1994.0,208629.0,Industrials,Electrical Products,#KEP,$KEP
2333,KEY,KeyCorp Common Stock,,,$17.23,-0.26,-1.487%,16066473073.0,United States,,10531137.0,Finance,Major Banks,#KEY,$KEY
2334,KEYS,Keysight Technologies Inc. Common Stock,,,$137.85,-0.83,-0.599%,24805544245.0,United States,2014.0,813223.0,Industrials,Industrial Machinery/Components,#KEYS,$KEYS
2335,KHC,The Kraft Heinz Company Common Stock,,,$38.14,0.16,0.421%,46685062226.0,United States,,7169347.0,Consumer Staples,Farming/Seeds/Milling,#KHC,$KHC
2336,KIM,Kimco Realty Corporation Common Stock,,,$19.77,-0.41,-2.032%,12217994713.0,United States,,5661936.0,Real Estate,Real Estate Investment Trusts,#KIM,$KIM
2337,KKR,KKR & Co. Inc. Common Stock,,,$46.29,-1.06,-2.239%,27431789649.0,United States,,2551578.0,Finance,Investment Managers,#KKR,$KKR
2338,KLAC,KLA Corporation Common Stock,,,$319.08,-1.49,-0.465%,45528264515.0,United States,1980.0,1302305.0,Technology,Electronic Components,#KLAC,$KLAC
2339,KMB,Kimberly-Clark Corporation Common Stock,,,$135.15,0.9,0.67%,45535480379.0,United States,,1715425.0,Consumer Discretionary,Paper,#KMB,$KMB
2340,KMI,Kinder Morgan Inc. Common Stock,,,$16.76,-0.16,-0.946%,38002839519.0,United States,2011.0,19907771.0,Utilities,Natural Gas Distribution,#KMI,$KMI
2341,KMX,CarMax Inc,,,$90.48,-3.09,-3.302%,14401338956.0,United States,,1985251.0,Consumer Discretionary,Other Specialty Stores,#KMX,$KMX
2342,KO,Coca-Cola Company (The) Common Stock,,,$62.91,0.18,0.287%,272716657216.0,United States,,15510661.0,Consumer Staples,Beverages (Production/Distribution),#KO,$KO
2343,KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),,,$55.28,-0.65,-1.162%,11613400733.0,Mexico,1993.0,357438.0,Consumer Staples,Beverages (Production/Distribution),#KOF,$KOF
2344,KR,Kroger Company (The) Common Stock,,,$47.33,-0.78,-1.621%,33867472833.0,United States,,6447751.0,Consumer Staples,Food Chains,#KR,$KR
2345,L,Loews Corporation Common Stock,,,$59.26,0.22,0.373%,14584362747.0,United States,,914505.0,Finance,Property-Casualty Insurers,#L,$L
2346,LBRDA,Liberty Broadband Corporation Class A Common Stock,,,$113.55,0.92,0.817%,18483031417.0,United States,,505233.0,Consumer Discretionary,Telecommunications Equipment,#LBRDA,$LBRDA
2347,LBRDK,Liberty Broadband Corporation Class C Common Stock,,,$115.64,0.93,0.811%,18823229881.0,United States,,906879.0,Consumer Discretionary,Telecommunications Equipment,#LBRDK,$LBRDK
2348,LBTYA,Liberty Global plc Class A Ordinary Shares,,,$21.05,-1.23,-5.521%,10626404691.0,United Kingdom,,1608129.0,Telecommunications,Cable & Other Pay Television Services,#LBTYA,$LBTYA
2349,LBTYB,Liberty Global plc Class B Ordinary Shares,,,$22.40,0.0,0.00%,11307908080.0,United Kingdom,,6.0,Telecommunications,Cable & Other Pay Television Services,#LBTYB,$LBTYB
2350,LBTYK,Liberty Global plc Class C Ordinary Shares,,,$22.09,-1.17,-5.03%,11151414709.0,United Kingdom,,5382401.0,Telecommunications,Cable & Other Pay Television Services,#LBTYK,$LBTYK
2351,LCID,Lucid Group Inc. Common Stock,,,$17.16,-0.14,-0.809%,28620144233.0,United States,,13175577.0,Consumer Discretionary,Auto Manufacturing,#LCID,$LCID
2352,LDOS,Leidos Holdings Inc. Common Stock,,,$100.71,1.36,1.369%,13763239487.0,United States,,1158898.0,Technology,EDP Services,#LDOS,$LDOS
2353,LEN,Lennar Corporation Class A Common Stock,,,$70.57,0.93,1.335%,20852743626.0,United States,,2498354.0,Real Estate,Building operators,#LEN,$LEN
2354,LFC,China Life Insurance Company Limited American Depositary Shares,,,$8.64,0.07,0.817%,51413080320.0,China,2003.0,687461.0,Finance,Life Insurance,#LFC,$LFC
2355,LH,Laboratory Corporation of America Holdings Common Stock,,,$234.36,-5.64,-2.35%,21725172000.0,United States,,867103.0,Health Care,Medical Specialities,#LH,$LH
2356,LHX,L3Harris Technologies Inc. Common Stock,,,$241.70,3.89,1.636%,46617796379.0,United States,,1053432.0,Industrials,Industrial Machinery/Components,#LHX,$LHX
2357,LI,Li Auto Inc. American Depositary Shares,,,$38.31,0.23,0.604%,36960768270.0,China,2020.0,14654298.0,Consumer Discretionary,Auto Manufacturing,#LI,$LI
2358,LIN,Linde plc Ordinary Share,,,$287.53,-3.88,-1.331%,144548434716.0,,2018.0,2926859.0,Industrials,Major Chemicals,#LIN,$LIN
2359,LKQ,LKQ Corporation Common Stock,,,$49.09,-0.05,-0.102%,13884268926.0,United States,2003.0,1884759.0,Consumer Discretionary,Automotive Aftermarket,#LKQ,$LKQ
2360,LLY,Eli Lilly and Company Common Stock,,,$324.23,1.23,0.381%,308070233815.0,United States,,2732623.0,Health Care,Biotechnology: Pharmaceutical Preparations,#LLY,$LLY
2361,LMT,Lockheed Martin Corporation Common Stock,,,$429.96,11.07,2.643%,114415354541.0,United States,,1269116.0,Industrials,Aerospace,#LMT,$LMT
2362,LNG,Cheniere Energy Inc. Common Stock,,,$133.03,-1.47,-1.093%,33808118354.0,United States,2001.0,1824777.0,Utilities,Oil/Gas Transmission,#LNG,$LNG
2363,LNT,Alliant Energy Corporation Common Stock,,,$58.61,0.64,1.104%,14700192598.0,United States,,1712052.0,Utilities,Power Generation,#LNT,$LNT
2364,LOW,Lowe's Companies Inc. Common Stock,,,$174.67,-1.43,-0.812%,111636632736.0,United States,,4415113.0,Consumer Discretionary,RETAIL: Building Materials,#LOW,$LOW
2365,LPLA,LPL Financial Holdings Inc. Common Stock,,,$184.48,-1.87,-1.003%,14751889332.0,United States,2010.0,550538.0,Finance,Investment Bankers/Brokers/Service,#LPLA,$LPLA
2366,LRCX,Lam Research Corporation Common Stock,,,$426.15,-0.9,-0.211%,59113408756.0,United States,1984.0,1066297.0,Technology,Industrial Machinery/Components,#LRCX,$LRCX
2367,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,,,$36.04,-0.03,-0.083%,11860618687.0,United States,,571474.0,Consumer Discretionary,Broadcasting,#LSXMA,$LSXMA
2368,LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,,,$41.50,0.0,0.00%,13657482672.0,United States,,1.0,Consumer Discretionary,Broadcasting,#LSXMB,$LSXMB
2369,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,,,$36.05,-0.1,-0.277%,11863909646.0,United States,,1323903.0,Consumer Discretionary,Broadcasting,#LSXMK,$LSXMK
2370,LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,,,$6.00,-0.13,-2.121%,13714877340.0,China,2020.0,7973635.0,Finance,Finance: Consumer Services,#LU,$LU
2371,LULU,lululemon athletica inc. Common Stock,,,$272.61,-10.37,-3.665%,34796705616.0,Canada,2007.0,1247701.0,Consumer Discretionary,Department/Specialty Retail Stores,#LULU,$LULU
2372,LUMN,Lumen Technologies Inc. Common Stock,,,$10.91,-0.33,-2.936%,11270633792.0,United States,,8957696.0,Telecommunications,Telecommunications Equipment,#LUMN,$LUMN
2373,LUV,Southwest Airlines Company Common Stock,,,$36.12,-0.06,-0.166%,21417586541.0,United States,,6144274.0,Consumer Discretionary,Air Freight/Delivery Services,#LUV,$LUV
2374,LVS,Las Vegas Sands Corp. Common Stock,,,$33.59,-0.02,-0.06%,25666426785.0,United States,2004.0,9916431.0,Consumer Discretionary,Hotels/Resorts,#LVS,$LVS
2375,LW,Lamb Weston Holdings Inc. Common Stock ,,,$71.46,-0.57,-0.791%,10322174402.0,,2016.0,1587337.0,Consumer Staples,Specialty Foods,#LW,$LW
2376,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),,,$87.46,-0.4,-0.455%,28650720625.0,Netherlands,,1972476.0,Industrials,Major Chemicals,#LYB,$LYB
2377,LYG,Lloyds Banking Group Plc American Depositary Shares,,,$2.04,-0.03,-1.449%,35215018862.0,United Kingdom,,11398520.0,Finance,Commercial Banks,#LYG,$LYG
2378,LYV,Live Nation Entertainment Inc. Common Stock,,,$82.58,-1.42,-1.69%,18833514550.0,United States,,1966459.0,Consumer Discretionary,Movies/Entertainment,#LYV,$LYV
2379,MA,Mastercard Incorporated Common Stock,,,$315.48,-7.11,-2.204%,306849957212.0,United States,2006.0,3411489.0,Consumer Discretionary,Business Services,#MA,$MA
2380,MAA,Mid-America Apartment Communities Inc. Common Stock,,,$174.67,1.48,0.855%,20161739940.0,United States,1994.0,1026588.0,Real Estate,Real Estate Investment Trusts,#MAA,$MAA
2381,MAR,Marriott International Class A Common Stock,,,$136.01,-1.72,-1.249%,44515853480.0,United States,,3379194.0,Consumer Discretionary,Hotels/Resorts,#MAR,$MAR
2382,MAS,Masco Corporation Common Stock,,,$50.60,0.15,0.297%,11938586264.0,United States,,2690351.0,Industrials,Building Products,#MAS,$MAS
2383,MCD,McDonald's Corporation Common Stock,,,$246.88,-0.86,-0.347%,182579346078.0,United States,,2786159.0,Consumer Discretionary,Restaurants,#MCD,$MCD
2384,MCHP,Microchip Technology Incorporated Common Stock,,,$58.08,0.03,0.052%,32205435504.0,United States,1993.0,5326967.0,Technology,Semiconductors,#MCHP,$MCHP
2385,MCK,McKesson Corporation Common Stock,,,$326.21,-1.85,-0.564%,46837512014.0,United States,,1215849.0,Health Care,Other Pharmaceuticals,#MCK,$MCK
2386,MCO,Moody's Corporation Common Stock,,,$271.97,0.03,0.011%,50178465000.0,United States,,708863.0,Finance,Advertising,#MCO,$MCO
2387,MDB,MongoDB Inc. Class A Common Stock,,,$259.50,-17.27,-6.24%,17675838867.0,United States,2017.0,1776462.0,Technology,Retail: Computer Software & Peripheral Equipment,#MDB,$MDB
2388,MDLZ,Mondelez International Inc. Class A Common Stock,,,$62.09,0.04,0.064%,85927818311.0,United States,,7291043.0,Consumer Staples,Meat/Poultry/Fish,#MDLZ,$MDLZ
2389,MDT,Medtronic plc. Ordinary Shares,,,$89.75,-0.67,-0.741%,119251660573.0,United States,,5206498.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,#MDT,$MDT
2390,MELI,MercadoLibre Inc. Common Stock,,,$636.87,-23.26,-3.524%,32084224759.0,Argentina,2007.0,698950.0,Consumer Discretionary,Catalog/Specialty Distribution,#MELI,$MELI
2391,MET,MetLife Inc. Common Stock,,,$62.79,-0.14,-0.222%,51061200094.0,United States,2000.0,3842500.0,Finance,Life Insurance,#MET,$MET
2392,META,Meta Platforms Inc. Class A Common Stock,,,$161.25,-2.69,-1.641%,436394646154.0,United States,2012.0,35195998.0,Technology,Internet and Information Services,#META,$META
2393,MFC,Manulife Financial Corporation Common Stock,,,$17.33,0.04,0.231%,33245144452.0,Canada,,4498682.0,Consumer Discretionary,Advertising,#MFC,$MFC
2394,MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),,,$2.24,0.0,0.00%,28387417744.0,Japan,,1273804.0,Finance,Major Banks,#MFG,$MFG
2395,MGA,Magna International Inc. Common Stock,,,$54.90,-1.89,-3.328%,16194519321.0,Canada,,1219770.0,Consumer Discretionary,Auto Parts:O.E.M.,#MGA,$MGA
2396,MGM,MGM Resorts International Common Stock,,,$28.95,-0.22,-0.754%,12334212927.0,United States,,7236832.0,Consumer Discretionary,Hotels/Resorts,#MGM,$MGM
2397,MKC,McCormick & Company Incorporated Common Stock,,,$83.25,-2.38,-2.779%,22317367793.0,United States,,2099053.0,Consumer Staples,Farming/Seeds/Milling,#MKC,$MKC
2398,MKL,Markel Corporation Common Stock,,,$1293.25,7.32,0.569%,17546699608.0,United States,1986.0,49692.0,Finance,Property-Casualty Insurers,#MKL,$MKL
2399,MLM,Martin Marietta Materials Inc. Common Stock,,,$299.24,-1.04,-0.346%,18637846505.0,United States,1994.0,382450.0,Industrials,Building Materials,#MLM,$MLM
2400,MMC,Marsh & McLennan Companies Inc. Common Stock,,,$155.25,0.22,0.142%,77922105651.0,United States,,2045801.0,Finance,Specialty Insurers,#MMC,$MMC
2401,MMM,3M Company Common Stock,,,$129.41,-0.36,-0.277%,73641905649.0,United States,,3340572.0,Industrials,Consumer Electronics/Appliances,#MMM,$MMM
2402,MMP,Magellan Midstream Partners L.P. Limited Partnership,,,$47.76,-0.39,-0.81%,10104170745.0,United States,,1281745.0,Energy,Oil & Gas Production,#MMP,$MMP
2403,MNST,Monster Beverage Corporation,,,$92.70,-0.65,-0.696%,49100539429.0,United States,,2572605.0,Consumer Staples,Beverages (Production/Distribution),#MNST,$MNST
2404,MO,Altria Group Inc.,,,$41.77,0.01,0.024%,75626977210.0,United States,,10555288.0,Consumer Discretionary,Farming/Seeds/Milling,#MO,$MO
2405,MOH,Molina Healthcare Inc Common Stock,,,$279.61,-1.85,-0.657%,16413107000.0,United States,2003.0,614233.0,Health Care,Medical Specialities,#MOH,$MOH
2406,MORN,Morningstar Inc. Common Stock,,,$241.83,0.96,0.399%,10333541240.0,United States,2005.0,97406.0,Finance,Advertising,#MORN,$MORN
2407,MOS,Mosaic Company (The) Common Stock,,,$47.23,-0.91,-1.89%,17096944126.0,United States,,5980742.0,Industrials,Agricultural Chemicals,#MOS,$MOS
2408,MPC,Marathon Petroleum Corporation Common Stock,,,$82.21,-2.27,-2.687%,44475193524.0,United States,,6762552.0,Energy,Integrated oil Companies,#MPC,$MPC
2409,MPLX,MPLX LP Common Units Representing Limited Partner Interests,,,$29.15,0.13,0.448%,29508656732.0,United States,2012.0,1859546.0,Energy,Oil & Gas Production,#MPLX,$MPLX
2410,MPWR,Monolithic Power Systems Inc. Common Stock,,,$384.04,-8.37,-2.133%,17912777720.0,United States,2004.0,545847.0,Technology,Semiconductors,#MPWR,$MPWR
2411,MRK,Merck & Company Inc. Common Stock (new),,,$91.17,-1.34,-1.448%,230551154129.0,United States,,18551233.0,Health Care,Biotechnology: Pharmaceutical Preparations,#MRK,$MRK
2412,MRNA,Moderna Inc. Common Stock,,,$142.85,0.04,0.028%,56819947003.0,United States,2018.0,5629234.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#MRNA,$MRNA
2413,MRO,Marathon Oil Corporation Common Stock,,,$22.48,-0.31,-1.36%,15908890510.0,United States,,18254473.0,Energy,Oil & Gas Production,#MRO,$MRO
2414,MRVL,Marvell Technology Inc. Common Stock,,,$43.53,-0.79,-1.782%,36996147000.0,Bermuda,2000.0,10007925.0,Technology,Semiconductors,#MRVL,$MRVL
2415,MS,Morgan Stanley Common Stock,,,$76.06,-2.13,-2.724%,133050545528.0,United States,,10177938.0,Finance,Investment Bankers/Brokers/Service,#MS,$MS
2416,MSCI,MSCI Inc Common Stock,,,$412.15,-3.11,-0.749%,33494568694.0,United States,,427924.0,Finance,Advertising,#MSCI,$MSCI
2417,MSFT,Microsoft Corporation Common Stock,,,$256.83,-3.43,-1.318%,1920840080062.0,United States,1986.0,31709782.0,Technology,Computer Software: Prepackaged Software,#MSFT,$MSFT
2418,MSI,Motorola Solutions Inc. Common Stock,,,$209.60,-0.13,-0.062%,35065449314.0,United States,,753612.0,Technology,Radio And Television Broadcasting And Communications Equipment,#MSI,$MSI
2419,MT,Arcelor Mittal NY Registry Shares NEW,,,$22.60,-0.91,-3.871%,19838500847.0,Luxembourg,,4422179.0,Industrials,Steel/Iron Ore,#MT,$MT
2420,MTB,M&T Bank Corporation Common Stock,,,$159.39,-2.94,-1.811%,28597347356.0,United States,,1130733.0,Finance,Major Banks,#MTB,$MTB
2421,MTCH,Match Group Inc. Common Stock,,,$69.69,-1.4,-1.969%,19902959723.0,United States,,3104464.0,Technology,Computer Software: Programming Data Processing,#MTCH,$MTCH
2422,MTD,Mettler-Toledo International Inc. Common Stock,,,$1148.77,2.75,0.24%,26054453975.0,Switzerland,1997.0,219060.0,Health Care,Medical Specialities,#MTD,$MTD
2423,MU,Micron Technology Inc. Common Stock,,,$55.28,-0.74,-1.321%,61729343855.0,United States,,29233772.0,Technology,Semiconductors,#MU,$MU
2424,MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,,,$5.34,-0.08,-1.476%,67351973885.0,Japan,,1963919.0,Finance,Commercial Banks,#MUFG,$MUFG
2425,NDAQ,Nasdaq Inc. Common Stock,,,$152.54,-0.52,-0.34%,25119947646.0,United States,,785965.0,Finance,Investment Bankers/Brokers/Service,#NDAQ,$NDAQ
2426,NDSN,Nordson Corporation Common Stock,,,$202.44,0.51,0.253%,11642686768.0,United States,,287700.0,Industrials,Industrial Machinery/Components,#NDSN,$NDSN
2427,NEE,NextEra Energy Inc. Common Stock,,,$77.46,1.46,1.921%,152170147227.0,United States,,8872945.0,Utilities,Electric Utilities: Central,#NEE,$NEE
2428,NEM,Newmont Corporation,,,$59.67,-2.32,-3.743%,47357163464.0,United States,,7689495.0,Basic Materials,Precious Metals,#NEM,$NEM
2429,NET,Cloudflare Inc. Class A Common Stock,,,$43.75,-2.12,-4.622%,14272868094.0,United States,2019.0,5139487.0,Technology,EDP Services,#NET,$NET
2430,NFLX,Netflix Inc. Common Stock,,,$174.87,-3.49,-1.957%,77690168150.0,United States,2002.0,7883380.0,Consumer Discretionary,Movies/Entertainment,#NFLX,$NFLX
2431,NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,,,$64.69,-1.35,-2.044%,47181434077.0,United Kingdom,,554862.0,Utilities,Natural Gas Distribution,#NGG,$NGG
2432,NI,NiSource Inc Common Stock,,,$29.49,0.03,0.102%,11966986293.0,United States,,3913457.0,Utilities,Power Generation,#NI,$NI
2433,NICE,NICE Ltd American Depositary Shares,,,$192.45,-5.55,-2.803%,12226663348.0,Israel,,259157.0,Technology,Computer Manufacturing,#NICE,$NICE
2434,NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,,,$21.72,-0.14,-0.64%,36283990552.0,,2018.0,52947187.0,Consumer Discretionary,Auto Manufacturing,#NIO,$NIO
2435,NKE,Nike Inc. Common Stock,,,$102.20,-1.05,-1.017%,160839035332.0,United States,,9019295.0,Consumer Discretionary,Shoe Manufacturing,#NKE,$NKE
2436,NLOK,NortonLifeLock Inc. Common Stock,,,$21.96,-0.34,-1.525%,12738206933.0,United States,,6836266.0,Technology,Computer Software: Prepackaged Software,#NLOK,$NLOK
2437,NMR,Nomura Holdings Inc ADR American Depositary Shares,,,$3.58,-0.01,-0.279%,10853030671.0,Japan,,1447037.0,Finance,Investment Bankers/Brokers/Service,#NMR,$NMR
2438,NOC,Northrop Grumman Corporation Common Stock,,,$478.57,16.76,3.629%,74391123658.0,United States,,1354372.0,Technology,Security Systems Services,#NOC,$NOC
2439,NOK,Nokia Corporation Sponsored American Depositary Shares,,,$4.61,-0.1,-2.123%,25946734520.0,Finland,1994.0,29230773.0,Technology,Radio And Television Broadcasting And Communications Equipment,#NOK,$NOK
2440,NOW,ServiceNow Inc. Common Stock,,,$475.52,-2.27,-0.475%,95322683089.0,United States,2012.0,1774072.0,Technology,Computer Software: Prepackaged Software,#NOW,$NOW
2441,NSC,Norfolk Southern Corporation Common Stock,,,$227.29,0.16,0.07%,54170597107.0,United States,,1091325.0,Industrials,Railroads,#NSC,$NSC
2442,NTAP,NetApp Inc. Common Stock,,,$65.24,-0.12,-0.184%,14430463262.0,United States,1995.0,1475332.0,Technology,Electronic Components,#NTAP,$NTAP
2443,NTES,NetEase Inc. American Depositary Shares,,,$93.36,0.84,0.908%,61318675657.0,China,,1936453.0,Consumer Discretionary,Recreational Games/Products/Toys,#NTES,$NTES
2444,NTR,Nutrien Ltd. Common Shares,,,$79.69,-2.57,-3.124%,43933096602.0,,2018.0,4143499.0,Industrials,Agricultural Chemicals,#NTR,$NTR
2445,NTRS,Northern Trust Corporation Common Stock,,,$96.48,-2.26,-2.289%,20104484358.0,United States,,1043991.0,Finance,Trusts Except Educational Religious and Charitable,#NTRS,$NTRS
2446,NU,Nu Holdings Ltd. Class A Ordinary Shares,,,$3.74,-0.13,-3.359%,17241357162.0,,2021.0,19315953.0,,,#NU,$NU
2447,NUE,Nucor Corporation Common Stock,,,$104.41,-1.84,-1.732%,27779529661.0,United States,,2142371.0,Industrials,Steel/Iron Ore,#NUE,$NUE
2448,NVDA,NVIDIA Corporation Common Stock,,,$151.59,-3.83,-2.464%,378975000000.0,United States,1999.0,68522084.0,Technology,Semiconductors,#NVDA,$NVDA
2449,NVO,Novo Nordisk A/S Common Stock,,,$111.43,1.35,1.226%,252367067265.0,Denmark,,1232160.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#NVO,$NVO
2450,NVR,NVR Inc. Common Stock,,,$4004.14,38.16,0.962%,13172283217.0,United States,1998.0,21656.0,Consumer Discretionary,Homebuilding,#NVR,$NVR
2451,NVS,Novartis AG Common Stock,,,$84.53,-0.24,-0.283%,187031078000.0,Switzerland,,2828075.0,Health Care,Biotechnology: Pharmaceutical Preparations,#NVS,$NVS
2452,NWG,NatWest Group plc American Depositary Shares,,,$5.45,-0.12,-2.154%,28478046816.0,United Kingdom,,3611696.0,Finance,Commercial Banks,#NWG,$NWG
2453,NXPI,NXP Semiconductors N.V. Common Stock,,,$148.03,-1.99,-1.326%,38867465864.0,Netherlands,2010.0,4467503.0,Technology,Semiconductors,#NXPI,$NXPI
2454,O,Realty Income Corporation Common Stock,,,$68.26,-1.1,-1.586%,41065100368.0,United States,,3766098.0,Real Estate,Real Estate Investment Trusts,#O,$O
2455,ODFL,Old Dominion Freight Line Inc. Common Stock,,,$256.28,0.99,0.388%,29050301613.0,United States,1991.0,977576.0,Industrials,Trucking Freight/Courier Services,#ODFL,$ODFL
2456,OKE,ONEOK Inc. Common Stock,,,$55.50,-0.63,-1.122%,24787189721.0,United States,,3841734.0,Utilities,Oil & Gas Production,#OKE,$OKE
2457,OKTA,Okta Inc. Class A Common Stock,,,$90.40,-2.96,-3.171%,14263244110.0,United States,2017.0,2301176.0,Technology,EDP Services,#OKTA,$OKTA
2458,OMC,Omnicom Group Inc. Common Stock,,,$63.61,0.29,0.458%,13086656029.0,United States,,1437524.0,Consumer Discretionary,Advertising,#OMC,$OMC
2459,ON,ON Semiconductor Corporation Common Stock,,,$50.31,-0.81,-1.585%,21859979906.0,United States,,6869627.0,Technology,Semiconductors,#ON,$ON
2460,ORAN,Orange,,,$11.77,0.05,0.427%,31293696782.0,France,,444632.0,Telecommunications,Telecommunications Equipment,#ORAN,$ORAN
2461,ORCL,Oracle Corporation Common Stock,,,$69.87,0.66,0.954%,186198379620.0,United States,1986.0,9888639.0,Technology,Computer Software: Prepackaged Software,#ORCL,$ORCL
2462,ORLY,O'Reilly Automotive Inc. Common Stock,,,$631.76,-5.37,-0.843%,41522700184.0,United States,1993.0,636223.0,Consumer Discretionary,Auto & Home Supply Stores,#ORLY,$ORLY
